185 1 1
917 1 1
938 1 1
1517 1 1
1547 1 1
1779 1 1
1817 1 1
1981 1 1
2310 1 1
180 2 1
303 2 1
676 2 1
791 2 1
905 2 1
914 2 1
1011 2 1
1122 2 1
1283 2 1
1609 2 1
2217 2 1
2222 2 1
2487 2 1
122 3 1
700 3 1
1043 3 1
1069 3 1
1261 3 1
1472 3 1
1663 3 1
1715 3 1
2215 3 1
2415 3 1
80 4 1
367 4 1
883 4 1
1374 4 1
1575 4 1
89 5 1
1638 5 1
2352 5 1
323 6 1
577 6 1
742 6 1
966 6 1
1040 6 1
1042 6 1
1290 6 1
1495 6 1
2294 6 1
2461 6 1
93 7 1
640 7 1
992 7 1
1215 7 1
1222 7 1
1364 7 1
1403 7 1
1881 7 1
2082 7 1
2237 7 1
2393 7 1
24 8 1
576 8 1
651 8 1
1020 8 1
2081 8 1
2181 8 1
2207 8 1
2220 8 1
2468 8 1
167 9 1
318 9 1
1202 9 1
1372 9 1
1813 9 1
2344 9 1
2427 9 1
58 10 1
157 10 1
311 10 1
508 10 1
552 10 1
1217 10 1
1813 10 1
2262 10 1
2381 10 1
678 11 1
791 11 1
933 11 1
1238 11 1
1947 11 1
1962 11 1
2466 11 1
622 12 1
911 12 1
922 12 1
1543 12 1
2028 12 1
2048 12 1
2163 12 1
2349 12 1
185 13 1
393 13 1
558 13 1
806 13 1
879 13 1
956 13 1
991 13 1
1176 13 1
1506 13 1
1675 13 1
1789 13 1
1842 13 1
1924 13 1
2052 13 1
2314 13 1
109 14 1
330 14 1
481 14 1
1103 14 1
1136 14 1
1884 14 1
286 15 1
305 15 1
464 15 1
468 15 1
546 15 1
548 15 1
619 15 1
752 15 1
1212 15 1
1667 15 1
2307 15 1
364 16 1
469 16 1
506 16 1
1075 16 1
1175 16 1
1202 16 1
1572 16 1
2037 16 1
2418 16 1
423 17 1
642 17 1
1194 17 1
1221 17 1
1385 17 1
1423 17 1
1479 17 1
1575 17 1
1882 17 1
239 18 1
246 18 1
394 18 1
558 18 1
588 18 1
995 18 1
1883 18 1
2410 18 1
753 19 1
1295 19 1
1370 19 1
1665 19 1
2057 19 1
2249 19 1
2362 19 1
481 20 1
539 20 1
1307 20 1
1939 20 1
2079 20 1
2136 20 1
2242 20 1
2478 20 1
212 21 1
837 21 1
958 21 1
1323 21 1
1449 21 1
1674 21 1
1887 21 1
2310 21 1
2425 21 1
92 22 1
162 22 1
469 22 1
582 22 1
931 22 1
1063 22 1
1258 22 1
1604 22 1
1664 22 1
128 23 1
618 23 1
975 23 1
1105 23 1
1643 23 1
1679 23 1
1851 23 1
2007 23 1
2054 23 1
2250 23 1
2435 23 1
8 24 1
116 24 1
202 24 1
224 24 1
1106 24 1
1381 24 1
1456 24 1
1502 24 1
1639 24 1
2077 24 1
2139 24 1
2399 24 1
290 25 1
676 25 1
688 25 1
818 25 1
1052 25 1
1235 25 1
1853 25 1
1942 25 1
2036 25 1
301 26 1
312 26 1
701 26 1
797 26 1
1672 26 1
1834 26 1
2169 26 1
510 27 1
687 27 1
959 27 1
1217 27 1
1403 27 1
1665 27 1
2086 27 1
141 28 1
402 28 1
448 28 1
773 28 1
830 28 1
926 28 1
962 28 1
1493 28 1
1778 28 1
1816 28 1
1840 28 1
2052 28 1
2331 28 1
276 29 1
358 29 1
463 29 1
829 29 1
1629 29 1
1950 29 1
2093 29 1
2227 29 1
38 30 1
466 30 1
665 30 1
726 30 1
757 30 1
949 30 1
1404 30 1
1582 30 1
1792 30 1
1918 30 1
1970 30 1
2222 30 1
2340 30 1
2430 30 1
692 31 1
1183 31 1
1617 31 1
2356 31 1
279 32 1
459 32 1
816 32 1
963 32 1
993 32 1
1011 32 1
203 33 1
687 33 1
761 33 1
1135 33 1
2086 33 1
2439 33 1
189 34 1
460 34 1
538 34 1
787 34 1
910 34 1
1188 34 1
1256 34 1
1575 34 1
1625 34 1
1672 34 1
2288 34 1
2431 34 1
598 35 1
1022 35 1
1032 35 1
1560 35 1
1808 35 1
1824 35 1
1893 35 1
2086 35 1
167 36 1
272 36 1
374 36 1
539 36 1
633 36 1
1517 36 1
1582 36 1
1732 36 1
1871 36 1
2408 36 1
2469 36 1
137 37 1
209 37 1
1066 37 1
1070 37 1
1138 37 1
1177 37 1
1296 37 1
1834 37 1
1940 37 1
2063 37 1
30 38 1
133 38 1
468 38 1
643 38 1
1210 38 1
1442 38 1
1480 38 1
1575 38 1
1876 38 1
2072 38 1
2148 38 1
2230 38 1
114 39 1
173 39 1
569 39 1
854 39 1
1245 39 1
2248 39 1
2442 39 1
252 40 1
525 40 1
953 40 1
1025 40 1
1130 40 1
1141 40 1
1191 40 1
1417 40 1
1578 40 1
1661 40 1
1755 40 1
1790 40 1
2249 40 1
810 41 1
966 41 1
1101 41 1
2288 41 1
2366 41 1
2377 41 1
129 42 1
150 42 1
837 42 1
1033 42 1
1073 42 1
1103 42 1
1250 42 1
1884 42 1
1890 42 1
1949 42 1
179 43 1
356 43 1
519 43 1
662 43 1
675 43 1
782 43 1
1114 43 1
1149 43 1
1242 43 1
1296 43 1
1395 43 1
1484 43 1
2121 43 1
2457 43 1
229 44 1
594 44 1
909 44 1
958 44 1
1212 44 1
1308 44 1
1818 44 1
1551 45 1
1631 45 1
2214 45 1
2324 45 1
281 46 1
321 46 1
510 46 1
1064 46 1
2020 46 1
55 47 1
474 47 1
613 47 1
844 47 1
1071 47 1
1406 47 1
1429 47 1
1785 47 1
2148 47 1
2203 47 1
2257 47 1
2474 47 1
94 48 1
131 48 1
385 48 1
658 48 1
1189 48 1
1236 48 1
1305 48 1
1910 48 1
2056 48 1
2329 48 1
841 49 1
947 49 1
1695 49 1
2020 49 1
2234 49 1
2287 49 1
140 50 1
264 50 1
561 50 1
711 50 1
904 50 1
1082 50 1
1637 50 1
235 51 1
609 51 1
625 51 1
894 51 1
1929 51 1
2137 51 1
2276 51 1
2365 51 1
2407 51 1
250 52 1
467 52 1
610 52 1
668 52 1
675 52 1
1160 52 1
1265 52 1
1312 52 1
1336 52 1
1345 52 1
1362 52 1
1437 52 1
1898 52 1
2108 52 1
133 53 1
174 53 1
1318 53 1
2285 53 1
2429 53 1
202 54 1
879 54 1
953 54 1
1033 54 1
1307 54 1
1309 54 1
1676 54 1
2011 54 1
2264 54 1
47 55 1
62 55 1
141 55 1
201 55 1
226 55 1
323 55 1
406 55 1
669 55 1
833 55 1
849 55 1
1719 55 1
2044 55 1
2084 55 1
2186 55 1
2225 55 1
2318 55 1
2352 55 1
2380 55 1
2496 55 1
163 56 1
793 56 1
1045 56 1
1086 56 1
1132 56 1
1276 56 1
1354 56 1
2159 56 1
2169 56 1
292 57 1
523 57 1
584 57 1
1064 57 1
1541 57 1
1804 57 1
2009 57 1
2013 57 1
10 58 1
269 58 1
375 58 1
473 58 1
1502 58 1
2361 58 1
264 59 1
710 59 1
1641 59 1
1755 59 1
1925 59 1
2202 59 1
2294 59 1
191 60 1
254 60 1
984 60 1
1487 60 1
1559 60 1
2204 60 1
164 61 1
909 61 1
1176 61 1
1226 61 1
1935 61 1
2028 61 1
2417 61 1
2481 61 1
55 62 1
352 62 1
549 62 1
1141 62 1
1327 62 1
1436 62 1
1448 62 1
1856 62 1
2159 62 1
2421 62 1
153 63 1
382 63 1
769 63 1
986 63 1
1447 63 1
1568 63 1
1579 63 1
1818 63 1
2141 63 1
2494 63 1
268 64 1
340 64 1
405 64 1
448 64 1
866 64 1
992 64 1
1151 64 1
1562 64 1
2036 64 1
2072 64 1
2442 64 1
254 65 1
269 65 1
304 65 1
385 65 1
699 65 1
1645 65 1
1760 65 1
1818 65 1
2258 65 1
2438 65 1
187 66 1
314 66 1
319 66 1
321 66 1
886 66 1
900 66 1
932 66 1
1051 66 1
1246 66 1
1401 66 1
2085 66 1
344 67 1
862 67 1
1129 67 1
1178 67 1
1536 67 1
1555 67 1
2221 67 1
2238 67 1
2345 67 1
2384 67 1
372 68 1
651 68 1
746 68 1
789 68 1
828 68 1
1052 68 1
1085 68 1
84 69 1
115 69 1
129 69 1
154 69 1
471 69 1
833 69 1
1110 69 1
1790 69 1
100 70 1
324 70 1
418 70 1
480 70 1
858 70 1
1236 70 1
1256 70 1
1277 70 1
1433 70 1
1586 70 1
1617 70 1
2009 70 1
2027 70 1
2216 70 1
2371 70 1
2390 70 1
148 71 1
350 71 1
784 71 1
908 71 1
1340 71 1
1462 71 1
1894 71 1
2031 71 1
1095 72 1
1167 72 1
1394 72 1
1766 72 1
2008 72 1
2368 72 1
375 73 1
1186 73 1
1464 73 1
1489 73 1
1827 73 1
2390 73 1
2413 73 1
335 74 1
672 74 1
767 74 1
993 74 1
1060 74 1
1333 74 1
2182 74 1
374 75 1
613 75 1
1903 75 1
1996 75 1
2031 75 1
2166 75 1
2273 75 1
134 76 1
349 76 1
489 76 1
642 76 1
651 76 1
1859 76 1
1957 76 1
2097 76 1
2141 76 1
2148 76 1
2371 76 1
99 77 1
213 77 1
248 77 1
524 77 1
815 77 1
1314 77 1
1955 77 1
2157 77 1
163 78 1
433 78 1
569 78 1
1639 78 1
1689 78 1
1868 78 1
2024 78 1
2200 78 1
2369 78 1
98 79 1
600 79 1
983 79 1
988 79 1
1378 79 1
2030 79 1
2496 79 1
4 80 1
228 80 1
567 80 1
581 80 1
892 80 1
1135 80 1
1350 80 1
1528 80 1
1946 80 1
2062 80 1
2195 80 1
2296 80 1
2356 80 1
389 81 1
545 81 1
746 81 1
880 81 1
951 81 1
974 81 1
1380 81 1
1384 81 1
1986 81 1
2070 81 1
792 82 1
1021 82 1
1057 82 1
1064 82 1
1318 82 1
1475 82 1
2123 82 1
274 83 1
344 83 1
616 83 1
1181 83 1
1232 83 1
1401 83 1
69 84 1
214 84 1
440 84 1
935 84 1
1256 84 1
1369 84 1
1439 84 1
1474 84 1
1904 84 1
1980 84 1
1981 84 1
2488 84 1
381 85 1
845 85 1
929 85 1
1051 85 1
1550 85 1
1623 85 1
1836 85 1
2128 85 1
2294 85 1
2391 85 1
2469 85 1
814 86 1
976 86 1
1240 86 1
1520 86 1
1977 86 1
2161 86 1
2221 86 1
2374 86 1
111 87 1
213 87 1
231 87 1
394 87 1
846 87 1
852 87 1
857 87 1
1163 87 1
1380 87 1
1558 87 1
2005 87 1
2022 87 1
2247 87 1
2274 87 1
2338 87 1
504 88 1
1031 88 1
1219 88 1
1652 88 1
2032 88 1
2194 88 1
2289 88 1
5 89 1
320 89 1
434 89 1
642 89 1
1757 89 1
2318 89 1
2363 89 1
2477 89 1
1169 90 1
1253 90 1
1486 90 1
1780 90 1
2177 90 1
128 91 1
702 91 1
1155 91 1
1164 91 1
1410 91 1
1582 91 1
2259 91 1
2409 91 1
22 92 1
195 92 1
534 92 1
1189 92 1
1225 92 1
1565 92 1
1601 92 1
1682 92 1
2103 92 1
2227 92 1
2320 92 1
2343 92 1
7 93 1
156 93 1
349 93 1
455 93 1
471 93 1
684 93 1
772 93 1
1328 93 1
1838 93 1
48 94 1
151 94 1
191 94 1
524 94 1
752 94 1
766 94 1
1141 94 1
1205 94 1
1764 94 1
1919 94 1
1924 94 1
2189 94 1
2236 94 1
2429 94 1
2485 94 1
474 95 1
564 95 1
684 95 1
828 95 1
1195 95 1
1464 95 1
1602 95 1
1819 95 1
2156 95 1
2264 95 1
2392 95 1
464 96 1
979 96 1
1460 96 1
1726 96 1
2114 96 1
282 97 1
338 97 1
349 97 1
566 97 1
569 97 1
1084 97 1
1129 97 1
1151 97 1
1467 97 1
1849 97 1
1859 97 1
2092 97 1
2260 97 1
2411 97 1
79 98 1
458 98 1
486 98 1
741 98 1
1153 98 1
1189 98 1
1623 98 1
1732 98 1
2070 98 1
2448 98 1
2459 98 1
77 99 1
379 99 1
536 99 1
869 99 1
1369 99 1
70 100 1
272 100 1
327 100 1
528 100 1
612 100 1
1339 100 1
1377 100 1
1564 100 1
1769 100 1
1896 100 1
1922 100 1
2062 100 1
2282 100 1
2302 100 1
2438 100 1
953 101 1
1010 101 1
1910 101 1
1957 101 1
2116 101 1
2270 101 1
2414 101 1
358 102 1
492 102 1
809 102 1
848 102 1
900 102 1
1286 102 1
1329 102 1
1331 102 1
1532 102 1
1915 102 1
2262 102 1
247 103 1
445 103 1
691 103 1
1402 103 1
1714 103 1
1813 103 1
2120 103 1
2285 103 1
2498 103 1
307 104 1
668 104 1
820 104 1
847 104 1
1260 104 1
388 105 1
577 105 1
910 105 1
1306 105 1
1401 105 1
1569 105 1
1661 105 1
1875 105 1
278 106 1
488 106 1
973 106 1
1108 106 1
1977 106 1
2136 106 1
2440 106 1
108 107 1
186 107 1
1210 107 1
1211 107 1
1584 107 1
1913 107 1
2013 107 1
2143 107 1
2433 107 1
107 108 1
266 108 1
278 108 1
351 108 1
453 108 1
519 108 1
1449 108 1
1625 108 1
2014 108 1
2317 108 1
2327 108 1
14 109 1
228 109 1
755 109 1
1017 109 1
1021 109 1
1082 109 1
1287 109 1
1405 109 1
1421 109 1
1651 109 1
1758 109 1
2373 109 1
670 110 1
774 110 1
1178 110 1
1238 110 1
1496 110 1
1560 110 1
1626 110 1
1911 110 1
2107 110 1
87 111 1
281 111 1
832 111 1
1277 111 1
1827 111 1
2078 111 1
197 112 1
269 112 1
592 112 1
684 112 1
126 113 1
243 113 1
728 113 1
910 113 1
935 113 1
1239 113 1
2064 113 1
2106 113 1
2220 113 1
2281 113 1
39 114 1
458 114 1
670 114 1
715 114 1
726 114 1
744 114 1
963 114 1
1039 114 1
1090 114 1
1275 114 1
1354 114 1
1561 114 1
1745 114 1
2457 114 1
69 115 1
367 115 1
1314 115 1
1595 115 1
1723 115 1
1970 115 1
24 116 1
207 116 1
512 116 1
621 116 1
742 116 1
1008 116 1
1531 116 1
1805 116 1
1815 116 1
1869 116 1
2310 116 1
2425 116 1
438 117 1
682 117 1
896 117 1
1134 117 1
1178 117 1
1566 117 1
1619 117 1
2172 117 1
548 118 1
755 118 1
963 118 1
1155 118 1
2460 118 1
236 119 1
616 119 1
685 119 1
764 119 1
921 119 1
1378 119 1
1409 119 1
1542 119 1
1715 119 1
2198 119 1
2263 119 1
2404 119 1
214 120 1
265 120 1
331 120 1
1212 120 1
1392 120 1
1962 120 1
648 121 1
672 121 1
686 121 1
784 121 1
1142 121 1
1245 121 1
1741 121 1
3 122 1
332 122 1
508 122 1
510 122 1
1005 122 1
1224 122 1
1620 122 1
1676 122 1
1791 122 1
2418 122 1
363 123 1
851 123 1
1819 123 1
257 124 1
280 124 1
354 124 1
590 124 1
724 124 1
773 124 1
1060 124 1
1747 124 1
583 125 1
1022 125 1
1141 125 1
1752 125 1
2449 125 1
113 126 1
634 126 1
775 126 1
1353 126 1
1820 126 1
2089 126 1
2190 126 1
2248 126 1
2257 126 1
317 127 1
427 127 1
1129 127 1
1472 127 1
2295 127 1
23 128 1
91 128 1
267 128 1
280 128 1
317 128 1
1201 128 1
1301 128 1
1597 128 1
1685 128 1
1804 128 1
42 129 1
69 129 1
565 129 1
752 129 1
816 129 1
829 129 1
1469 129 1
1503 129 1
1733 129 1
1906 129 1
1915 129 1
1956 129 1
2205 129 1
2279 129 1
242 130 1
271 130 1
295 130 1
1265 130 1
1443 130 1
1795 130 1
48 131 1
153 131 1
364 131 1
507 131 1
557 131 1
595 131 1
1215 131 1
1759 131 1
2319 131 1
2401 131 1
255 132 1
341 132 1
1098 132 1
1120 132 1
1207 132 1
1311 132 1
1555 132 1
1632 132 1
1649 132 1
1674 132 1
1778 132 1
1885 132 1
1917 132 1
2112 132 1
38 133 1
53 133 1
248 133 1
343 133 1
420 133 1
951 133 1
968 133 1
1320 133 1
1851 133 1
1919 133 1
2322 133 1
76 134 1
883 134 1
1128 134 1
1604 134 1
2034 134 1
2295 134 1
2321 134 1
808 135 1
1071 135 1
1283 135 1
2383 135 1
2430 135 1
265 136 1
365 136 1
417 136 1
525 136 1
553 136 1
1596 136 1
1663 136 1
2007 136 1
37 137 1
191 137 1
573 137 1
2361 137 1
260 138 1
1266 138 1
2085 138 1
2186 138 1
405 139 1
459 139 1
597 139 1
848 139 1
1248 139 1
1500 139 1
1545 139 1
1670 139 1
1714 139 1
2247 139 1
2370 139 1
50 140 1
219 140 1
268 140 1
353 140 1
705 140 1
886 140 1
1122 140 1
1519 140 1
1825 140 1
1876 140 1
1962 140 1
2088 140 1
2123 140 1
2458 140 1
28 141 1
55 141 1
186 141 1
241 141 1
245 141 1
869 141 1
887 141 1
1311 141 1
1426 141 1
1540 141 1
1620 141 1
1703 141 1
1801 141 1
1992 141 1
2023 141 1
2025 141 1
278 142 1
1720 142 1
176 143 1
183 143 1
230 143 1
960 143 1
1254 143 1
1464 143 1
1708 143 1
2302 143 1
504 144 1
577 144 1
939 144 1
955 144 1
1788 144 1
1990 144 1
2103 144 1
2330 144 1
883 145 1
1589 145 1
1779 145 1
2030 145 1
207 146 1
357 146 1
483 146 1
1234 146 1
1396 146 1
1505 146 1
411 147 1
518 147 1
1345 147 1
1503 147 1
1573 147 1
1766 147 1
1925 147 1
2119 147 1
71 148 1
683 148 1
1041 148 1
1191 148 1
1239 148 1
1573 148 1
1726 148 1
1947 148 1
2147 148 1
2295 148 1
289 149 1
349 149 1
577 149 1
756 149 1
860 149 1
1401 149 1
1523 149 1
1722 149 1
1755 149 1
42 150 1
375 150 1
597 150 1
765 150 1
792 150 1
925 150 1
947 150 1
1084 150 1
1669 150 1
94 151 1
322 151 1
712 151 1
985 151 1
1117 151 1
1402 151 1
1461 151 1
1750 151 1
1924 151 1
375 152 1
887 152 1
989 152 1
1221 152 1
63 153 1
131 153 1
825 153 1
929 153 1
1282 153 1
1475 153 1
1530 153 1
1553 153 1
1936 153 1
2427 153 1
69 154 1
178 154 1
251 154 1
965 154 1
1043 154 1
1423 154 1
2066 154 1
2102 154 1
2475 154 1
1468 155 1
1747 155 1
1905 155 1
2235 155 1
2260 155 1
2479 155 1
2485 155 1
2499 155 1
93 156 1
212 156 1
215 156 1
316 156 1
608 156 1
1137 156 1
1512 156 1
1571 156 1
1859 156 1
2028 156 1
2113 156 1
10 157 1
206 157 1
643 157 1
946 157 1
999 157 1
1263 157 1
1415 157 1
1649 157 1
1767 157 1
1862 157 1
2079 157 1
2295 157 1
252 158 1
315 158 1
352 158 1
391 158 1
947 158 1
1043 158 1
1296 158 1
1450 158 1
1627 158 1
1739 158 1
1744 158 1
1928 158 1
2310 158 1
613 159 1
1069 159 1
1246 159 1
1378 159 1
1434 159 1
1501 159 1
2034 159 1
2349 159 1
1148 160 1
1157 160 1
1558 160 1
1718 160 1
1741 160 1
1884 160 1
476 161 1
568 161 1
696 161 1
1473 161 1
2188 161 1
2473 161 1
22 162 1
452 162 1
515 162 1
688 162 1
731 162 1
829 162 1
1030 162 1
1226 162 1
1247 162 1
1313 162 1
1448 162 1
1633 162 1
2093 162 1
2289 162 1
2478 162 1
56 163 1
78 163 1
173 163 1
570 163 1
1195 163 1
1216 163 1
1579 163 1
2153 163 1
61 164 1
316 164 1
1244 164 1
1611 164 1
1935 164 1
2241 164 1
581 165 1
757 165 1
1138 165 1
1333 165 1
1754 165 1
1830 165 1
1968 165 1
2294 165 1
515 166 1
736 166 1
983 166 1
1013 166 1
1114 166 1
1614 166 1
1645 166 1
1994 166 1
2304 166 1
9 167 1
36 167 1
344 167 1
740 167 1
845 167 1
881 167 1
931 167 1
1888 167 1
1989 167 1
2072 167 1
2098 167 1
667 168 1
1268 168 1
2271 168 1
852 169 1
893 169 1
906 169 1
1086 169 1
1126 169 1
1187 169 1
1274 169 1
1683 169 1
1961 169 1
2048 169 1
2332 169 1
182 170 1
334 170 1
1011 170 1
1074 170 1
1095 170 1
1299 170 1
1420 170 1
438 171 1
1050 171 1
1360 171 1
1530 171 1
2084 171 1
2090 171 1
2471 171 1
305 172 1
446 172 1
1029 172 1
1243 172 1
1508 172 1
1979 172 1
2092 172 1
2123 172 1
39 173 1
163 173 1
197 173 1
212 173 1
248 173 1
598 173 1
696 173 1
744 173 1
792 173 1
932 173 1
1005 173 1
1054 173 1
1391 173 1
1436 173 1
1716 173 1
2468 173 1
53 174 1
404 174 1
670 174 1
1864 174 1
2289 174 1
2339 174 1
2420 174 1
434 175 1
535 175 1
774 175 1
1059 175 1
1175 175 1
1292 175 1
1724 175 1
1809 175 1
1865 175 1
1886 175 1
2030 175 1
2065 175 1
2358 175 1
143 176 1
248 176 1
632 176 1
1443 176 1
1468 176 1
2462 176 1
244 177 1
284 177 1
341 177 1
413 177 1
835 177 1
1301 177 1
1339 177 1
2391 177 1
2486 177 1
154 178 1
316 178 1
558 178 1
737 178 1
1113 178 1
1186 178 1
1905 178 1
1957 178 1
2213 178 1
2300 178 1
43 179 1
394 179 1
542 179 1
716 179 1
1426 179 1
1441 179 1
1445 179 1
1625 179 1
2108 179 1
2251 179 1
2336 179 1
2 180 1
346 180 1
363 180 1
435 180 1
1152 180 1
1265 180 1
1595 180 1
1042 181 1
1167 181 1
1176 181 1
2225 181 1
170 182 1
